name,email,phone,address
Endwell Microfinance Bank Limited,,,NUT Endwell Shopping Plaza No.3 Shiroro Road Tunga Minna Niger State
Enede Microfinance Bank Limited,,,NO. 3 CHURCH OF GOD MISSION ROAD OFF NSUKKA/OSSISA ROAD NSUKKA ANIOCHA SOUTH L.G.A. DELTA
Enrich Microfinance Bank Limited,,,29A Berkley Street off Moloney Street Onikan Lagos Nigeria
Enugu-Ukwu Microfinance Bank Limited,,,Enugwu-Ukwu Civic Centre Anambra State
Equator Microfinance Bank Limited,,,49 Egule Street Green Villa Road Biogbol Epie Yenagoa Bayelsa State
Equinox Microfinance Bank Limited,,,No 1 Bank Road Umuchu Aguata L.G.A Anambra State
Ere City Microfinance Bank Limited,,,Beside Ere City Town Hall Ere Ijesha Osun State
Eruwon Microfinance Bank Limited,,,21 Church Street Eruwon Ijebu Ode Ogun State.
Esan Microfinance Bank Limited,,,Central Road Ubiaja Edo State
Eso-E Microfinance Bank Limited,,,198 Akarigbo Street Sabo-Sagamu Ogun State
Ethics Microfinance Bank Limited,,,48 Asa-Afariogun Street Off Airport Road Oshodi Lagos
Everest Microfinance Bank Limited,,,7 Park Road Nnewi Anambra State
EWT Microfinance Bank Limited,,,Suite 8 (Duplex Shop) Block 3 Section 3 Garki International Market Off Ahmadu Bello Way Garki II Abuja
Excel Microfinance Bank Limited,,,Hospital Road Sango Eruwa Oyo State
Excellent Microfinance Bank Limited,,,No 2 Ezekwesili Street Beside Divisional Police Station Makurdi Benue State
Ezebo Microfinance Bank Limited,,,Aforigwe Umudioka Dunukofia L.G.A Anambra State.
Fadama Farmers Microfinance Bank Ltd,,,C/o Plateau Agricultural Development Project Fadamatu Project Office Dogon Dutse Jos Solomon Lar Unity House Beach Road Jos
Fahimta Microfinance Bank Limited,,,Muhammed Buhari Road Kaduna Kaduna State.
Faida Microfinance Bank Limited,,,No.14 RIMI TOWN RIMI L.G.A. KATSINA STATE
FairMoney Microfinance Bank,,,28 Pade Odanye Close off Adeniyi Jones Ikeja Lagos
Faith Microfinance Bank Limited,,,38 Bola Road Agbokojo Off Agbeni Market Ogunpa Extension Ibadan Oyo State
Fame Microfinance Bank Limited,,,Sam Mbakwe INternational Cargo Airport Ngor Okpala LGA Owerri Imo State
Farid Microfinance Bank Ltd,,,"59 Otaru Road Auchi, Edo State"
Fasildapo Microfinance Bank Ltd,,,No. 2 Barracks Road Community Development House Ifon Ondo
FBN Microfinance Bank Limited,,,305 HERBERT MACAULAY WAY YABA P.M.B 12535 LAGOS NIGERIA.
FCE Obudu Microfinance Bank Limited,,,Federal College of Education Obudu Obudu L.G.A Cross River State
FCMB Microfinance Bank Limited,,,10 Moshood Abiola Way Challenge Ibadan Oyo State
FEDETH CO-OP Microfinance Bank Limited,,,Federal Secretariat Phase 1 Room 5B 022 Annex 111 Shehu Shagari Way Abuja
FEDPOLY Nasarawa Microfinance Bank Limited,,,Federal Polytechnic Nasarawa P.M.B 01 Nasarawa State
Femaz Microfinance Bank Limited,,,NO. 2 HERBERT MACAULAY WAY WUSE ZONE 5 ABUJA
FFS Microfinance Bank Limited,,,30 Ijaiye-Ogba Road Lagos State
Fidfund Microfinance Bank Limited,,,29 Ekukinam Street Utako District P.O. Box 1985 Abuja
Fims Microfinance Bank Limited,,,CITY PLAZA (2ND FLOOR) PLOT 596 AHMADU BELLO WAY GARKI ABUJA
Finatrust Microfinance Bank Limited,,,46 Toyin Street Ikeja Lagos
FINCA Microfinance Bank Limited,,,20 Wetheral Road Owerri Imo State
Finex Microfinance Bank Limited,,,84 Bamgbose Street Lagos Island Lagos
First Access Microfinance Bank Limited,,,ODUDUWA UNIVERSITY IFE/IBADAN IPETUMODU OSUN STATE
First Credit Microfinance Bank Limited,,,Suite 4 E-Bar Plaza20 Adminralty Way Lekki Phase 1 Lagos State
First Heritage Microfinance Bank Limited,,,Opposite C.C.C. Oro-Ago Ifelodun LGA Kwara State
First Ideal Microfinance Bank Limited,,,4 St. Peters Street Alaba International Market Ojo Lagos
First Index Microfinance Bank Limited,,,27 Adegoke Adelabu Shopping Complex Annex Orita Challenge Ibadan Oyo State.
First Lowland Microfinance Bank Limited,,,No. 10 Sabon Gida Road P.O Box 16 Mabudi Langtang South L.G.A Plateau State
First Multiple Microfinance Bank Limited,,,Queenfem Plaza Plot 2109 Aminu Kano Crescent (Opposite Mr Biggs) Wuse II Abuja
First Mutual Microfinance Bank Limited,,,Plot 700 (3) Batna Close Off Agadez Crescent Off Aminu Kano Crescent Wuse 11 Abuja
First Option Microfinance Bank Limited,,,42 Kogberegbe Street Opposite Isolo0 General Hospital Isolo Lagos
First Royal Microfinance Bank Limited,,,12 Chalmer Street Calabar Cross River State
Fiyinfolu Microfinance Bank Limited,,,38A Ogudu Road Second Church Bus Stop Ojota Lagos
Flourish Microfinance Bank LImited,,,12 Issa Williams Street Oke-Arin Balogun Lagos State
Focus Microfinance Bank LImited,,,"70. Lagos Road, Micro -station plaza, Haruna Bus -stop, Ikorodu Road, Ikorodu Lagos, www.focusmfb.com"
Foresight Microfinance Bank Limited,,,Agbado Station Opeilu Ogun State
Fortis Microfinance Bank Limited,,,Medife House Plot 2135 Herbert Macaulay Way Wuse Zone 5 Abuja
Fortress Microfinance Bank Limited,,,20 Obokun Street Off Coker Road Ilupeju Lagos State
Forward Microfinance Bank Limited,,,Eteleson Plaza 36 Old Market Road Onitsha Anambra State
Frontline Microfinance Bank Limited,,,Abanitor Market Square Ezinifite Nnewi South L.G.A Anambra State
FTA Microfinance Bank Limited,,,No 10 Funtua Town Funtua Local Government Area Katsina State
FUD Microfinance Bank Limited,,,Ibrahim Aliyu ByPass Dutse Jigawa State
Fufore Microfinance Bank Limited,,,25 Gurin Road Fufore Adamawa State
Fullrange Microfinance Bank Ltd,,,1st Floor Asabi House108 Adekunle Fajuyi Way Adamasingba Ibadan Oyo
FUT Minna Microfinance Bank Limited,,,Federal University of Technology Minna Niger State
FUTO Microfinance Bank Limited,,,Federal University of Technology Owerri Imo State
Future Growth Microfinance Bank Limited,,,1121 Obafemi Awolowo Way Utako Abuja
Gaa Akanbi Microfinance Bank Limited,,,Bola Saadu House10 Ahmadu Bello Way G.R.A Ilorin Kwara State
Gabasawa Microfinance Bank Limited,,,Old Agency for Mass Education Zakari Town Kano State
Gains Microfinance Bank Limited,,,129 Lokoja Road Dekina Kogi State
Galilee (Well Woman) Microfinance Bank Limited,,,Plot 6 Ekukinam Street Suite B14 & 15 Abraham Plaza Beside ABC Transport Company Utako Abuja
Gamawa Microfinance Bank Limited,,,Near Central Primary School Gamawa Bauchi State.
Gapbridge Microfinance Bank Limited,,,Plot 2A Block 32 Prince Adelowo Adedeji Street Lekki Phase 1 Off Lekki ? Epe ExpresswayLagos
Garden City Microfinance Bank Limited,,,54 Mbonu Street D-Line Port Harcourt Rivers State
Garewa Microfinance Bank Limited,,,Yankara Street Faskari P.O.Box 1523 Funtua Katsina State
Garki Microfinance Bank Limited,,,Plot 559C Area 11 Garki Abuja
Garko Microfinance Bank Limited,,,No 3 Garko Town Kano State
Garu Microfinance Bank Limited,,,Off Emir Road Drive Ilelah Street Bauchi State
Garun Mallam Microfinance Bank Limited,,,Garun Mallan Town Garu Mallam Local Government Area Kano State
Gashua Microfinance Bank Limited,,,Gashua Bade Local Govt AreaYobe State
Gaya Microfinance Bank Limited,,,Gaya Town Gaya Local Govt Area Kano State
Gbede Microfinance Bank Limited,,,Kabba-Ilorin Road Opp. Hotel Charvid P.M.B 1005 Aiyetoro-Gbede Kogi State
Good Neighbours Microfinance Bank Limited,,,Plot 4 Oyetubo Street Off Obafemi Awolowo way Ikeja Lagos
Guddiri Microfinance Bank Limited,,,No. 40 Old Kano Road P.M.B 021 Azare Bauchi State
Gudusisa Microfinance Bank Limited,,,No. 1 Biu Road Gumbi Adamawa State
Gufax Microfinance Bank Limited,,,Faduk House 3 Udotung Ubo Street Uyo Akwa Ibom State
Gulfare Microfinance Bank Limited,,,Yauri-Zuru Road Opp. Rijau Local Govt. Secretariat Rijau Niger State
Gwadabawa Microfinance bank Limited,,,Illella Road BakinKasuwa P.O.Box 4112 Gwadabawa Sokoto State
Gwong Microfinance Bank Limited,,,Off Kafanchan Road Fadan Kogoma
Hadejia Microfinance Bank Limited,,,5 Bakin Kasuwa Hadejia Jigawa State
Hallowed Microfinance Bank Limited,,,Praise Plaza Agbo-Edo Market By New Motor ParkNnewi Anambra State
Halmond Microfinance Bank Limited,,,Suites 139/46 Ikota Shopping Complex VGC Ajah Lagos
Hamada Microfinance Bank Limited,,,NO. 39 HASSAN USMAN ROAD G.R.A KATSINA KATSINA STATE
Hamda Microfinance Bank Limited,,,Opposite Ginger Market Dura Kafanchan Road Kwoi Kaduna
Hamdala Microfinance Bank Limited,,,OLD JOS ROAD OPP. JAATAM (KONGO) ZARIA LGA KADUNA STATE
Happy Note Microfinance Bank Limited,,,Plot 11/12 Neighborhood Centre A Sector F FHA Estate Airport Road Lugbe FCT Abuja
Harvest Microfinance Bank Limited,,,Olujudo Road Ido-Ekiti Ido-Osi L.G.A Ekiti State
Hasal Microfinance Bank Limited,,,Plot 2015 Herbert Macaulay Way Wuse Zone 6 Abuja
Headway Microfinance Bank Limited,,,NO. 1 ATUNWA STREET OFF TOYIN STREET IKEJA LAGOS
Hedgeworth Microfinance Bank limited,,,Gouba Plaza Suite B06/C06 1st/2nd Floor Plot 171 A.E. Ekukinam Street Beside Chisco Utako District Abuja
High Street Microfinance Bank Limited,,,1 Okesalu Street Ikotun Lagos State
Highland Microfinance Bank Limited,,,Km 8 Jos Road Jos South L.G.A Plateau State.
Hillpost Microfinance Bank Limited,,,5 Koya Alleyway Drive Off Lagos Road Agric Bus Stop Ikorodu Lagos.
Hillspring (Gworok) Microfinance Bank Limited,,,Along Kaduna/Kafanchan Road Fadan Kagoro Kaura Kaduna State
Hinache Microfinance bank Limited,,,53 Funtua/ Yashe Road Malunfashi Katsina State
Hitech Microfinance Bank Limited,,,143 Azikiwe Road Aba Abia State
Honey Microfinance Bank Limited,,,8 Furendano Street Ikija-Ijebu
Hybrid Microfinance Bank LImited,,,65 Tokunbo Street Lagos Island Lagos
Iba Microfinance Bank Limited,,,3 Palace Way Iba Osun State.
Ibeto Microfinance Bank Limited,,,The Ancestors House 57 Onitsha Road Nnewi Anambra State
Ibogun Microfinance Bank Limited,,,Ibogun Egbeda Ifo L.G.A Ogun State
Ibolo Microfinance Bank Limited,,,86 Olofa Way Offa Kwara State
Ibu-Aje Microfinance Bank Limited,,,10 Obafemi Awolowo Way Osogbo Osun State.
I-Care Microfinance Bank Ltd,,,296 Rimi Market Road Kano Metropolis Kano
ICB Microfinance Bank Limited,,,Illah-Asaba Road Oshimili North Local Govt AreaDelta State
IC-Global Microfinance Bank Limited,,,No.1 Ibrahim Kefas Road Okpohro Junction Oleh Delta State.
Ichi Microfinance Bank Limited,,,KM 6 Onitsha Okigwe Road Ichi Ekwusigo LGA Anambra State
Ideato Microfinance Bank Limited,,,Ntueke-Dikenfafi Urualla Imo State
Ideato-South Microfinance Bank Limited,,,C/O Mrs Nkiru Ekekwe St. Joseph&#8217;s Catholic Church Ntueke Ideato South L.G.A Imo State.
Idemili Microfinance Bank Limited,,,1 Agulu Road P.O.Box 24 Nnobi Idemili LGA Anambra
Idese Microfinance Bank Limited,,,422 Ejigbo Road Odo Ori Iwo Oyo State.
Idumuje Microfinance Bank Limited,,,Abuano Square Idumuje Ugboko Aniocha North L.G.A Delta State
Ifeanyichukwu Microfinance Bank Limited,,,78 Old Okigwe Road NA Quarters Agwu Enugu State
Ifedapo Microfinance Bank Limited,,,Ajegunle-Sango Road Saki Oyo State.
Ifelodun Microfinance Bank Limited,,,Charity Club House Oke-Afo Street Ikirun Osun State
Igangan Microfinance Bank Limited,,,No. 1 Community Bank Road Isale Akao Igangan Ibarapa L.G.A Oyo State
Igbo-Ora Microfinance Bank Limited,,,Asalu Compound Igberekodo Igbo Ora Ibarapa Central L.G.A Oyo State.
Igbo-Ukwu Microfinance Bank Limited,,,Nnobi/Ekwulobia Road Igbo-Ukwu Aguata L.G.A Anambra State
Ighomo Microfinance Bank Limited,,,7 Akpakpava Road Ring Road Benin City Edo State.
Ihechiowa Microfinance Bank Limited,,,Umuye Ihechiowa Arochukwu L.G.A Abia State
Ihiala Microfinance Bank limited,,,Bank House Orlu Road Ihiala Local Government Area Anambra State.
Ihioma Microfinance Bank Limited,,,245 Ihioma Road Orlu Imo State.
Ijare Microfinance Bank Limited,,,34 Obasola Street Ijare Ondo State
Ijebu Ife Microfinance Bank Limited,,,165 Ajalorun Street Ijebu-East Local Govt Area Ogun State.
Ijomu-Oro Microfinance Bank Limited,,,Opposite the Town&#8217;s Market Ijomu-Oro Kwara State
Ikenne Microfinance Bank Limited,,,Tai Solarin Way Ikenne Remo Ikenne L.G.A Ogun State.\tOGUN
Ikire Microfinance Bank Limited\tUnit\t133,,,Olorisa Oko Ikire Osun State\tOSUN
Ikorodu Division Microfinance Bank Limited\tUnit\t102,,,Sagamu Road Ikorodu Lagos State\tLAGOS
Ikoyi-Ile Microfinance Bank Limited\tUnit\tShehu Hannafi House,,,Igbeti Road Orire L.G.A Ikoyi-le Oyo State.
Ikoyi-Osun Microfinance Bank Limited,,,30 Ibadan Road Oju-OjaOsun State
Ilaro Polytechnic Microfinance Bank Limited,,,Audit Building East Campus Federal Polytechnic Ilaro Ogun State
Ile-Oluji Microfinance Bank Limited,,,3 Iparaku Street Oke-Aro Ile-Oluji Ondo State
Ilisan Microfinance Bank Limited,,,30 Olofin Street Ilisan-Remo Ogun State
Ilobu Microfinance Bank Limited,,,Osogbo Road Ilobu Osun State
Iloffa Microfinance Bank Limited,,,Ilorin/Lokoja Federal Highway Iloffa Oke-Ero L.G.A. Kwara State.
Ilora Microfinance Bank Limited,,,Akibo Market Oja-Isale Ilora Oyo
Ilorin Microfinance Bank Limited,,,Exit Gate of Baboko Market Along Kuntu Street Ilorin Kwara State
Iludun Oro Microfinance Bank Limited,,,Iludun-Oro Kwara State
Ilutuntun-Osoro Microfinance Bank Limited,,,2 Bank Road Broad Street Ilutuntun-Osoro Ondo State.
Imodi-Imosan Microfinance Bank Limited,,,19 Market Square Imodi-Ijebu Ogun State
IMOPOLY Microfinance Bank Limited,,,1 Polytechnic Avenue Umuagwo-Ohaji Imo State
Imowo Microfinance Bank Limited,,,51A Ibadan Road Ijebu Ode Ogun State.
IMSU Microfinance Bank Limited,,,Imo State University Owerri Imo State.
IMT Microfinance Bank Limited,,,IMT Campus Independence Layout Enugu Enugu State
Infinity Microfinance Bank Limited,,,580 IKORODU ROAD KOSOFE MILE 12 P.O. BOX 8293 SHOMOLU LAGOS
Ini Microfinance Bank Limited,,,4 Market Road Nkan Ini Local Government Area Akwa Ibom State.
Ineba Gogo Microfinance Bank Limited,,,"Peter Odili Road, Trans Amadi, Port Harcourt."
Inri Microfinance Bank Limited,,,PLOT 100 OKIGWE/AFIKPO ROAD HOPEVILLE JUNCTION P.M.B 1012 UTURU ISU/3 L.G.A ABIA STATE
Insight Microfinance Bank Limited,,,A80 Oke Oja street Ijebu-Ijesha Ogun State.
Interland Microfinance Bank Limited,,,Atan Ilugun-Alaro Ijebu North-East LGA Ijebu-Ode Ogun State.
Ipapo Microfinance Bank Limited,,,Co-operative House Market Square Ipapo Itesiwaju L.G.A Oyo State.
Iperu Microfinance Bank Limited,,,94 Akesan Road Iperu Remo Ogun State.
IPMAN Satellite Microfinance Bank Limited,,,3 Alhaji Sunmonu Street Opp. NNPC Depot Ejigbo Lagos State.
Ipodo-Ikeja Microfinance Bank Limited,,,46 Obafemi Awolowo Way Ikeja Lagos State
Irolu-Remo Microfinance Bank Limited,,,Ijesha Ijebu Road Irolu-Remo Ogun State
Isale Oyo Microfinance Bank Limited,,,Sabo Market Isale Oyo Oyo State
Ishiagu Microfinance Bank Limited,,,Asa Road Ishiagu Ivo Local Govt Area Ebonyi State
Ishie Microfinance Bank Limited,,,165 Odukpani Road Ishie Town Calabar Cross River State.
Isi Aku Microfinance Bank Limited,,,No 25 Azikiwe Avenue Amawbia Awka South LGA Amawbia Anambra
Isi-Uzo Microfinance Bank Limited,,,Isi-Uzo Local Government Secretariat Isi-Uzo Enugu State
Island Microfinance Bank Limited,,,33 Moloney Street Obalende Ikoyi Lagos State
Isu Microfinance Bank Limited,,,Amurie Omanze Community Isu Local Govt Area Imo State
Isuofia Microfinance Bank Limited,,,Ekwusigo Park Isuofia Aguata L.G.A Anambra State
Ivie Microfinance Bank Limited,,,No. 108 Sapele Road Benin City Edo State
Iwa Microfinance Bank Limited,,,P.M.B. 008 Ayetoro-Oke Okeho Oyo State.
Iwade Microfinance Bank Limited,,,Iwade House Oke Aje Market Ijebu-Ode Ogun State
Iwoama Microfinance Bank Limited,,,No. 12 Okrika/Refinery 2D Okrika Mainland Okrika Rivers State
Iwoye-Ijesha Microfinance Bank Limited,,,1 Market Square Iwoye-IjeshaOsun State
Iyamoye Microfinance Bank Limited,,,Idifin Quarters Omuo Kabba Road Iyamoye Ijumu L.G.A Kogi State
Iya-Zakari Microfinance Bank Limited,,,NO. 8 MASHI TOWN MASHI L.G.A KATSINA STATE
Iyede Microfinance Bank Limited,,,Town Hall Square Otor-Iyede Isoko North L.G.A Delta State.
Iyeru Okin Microfinance Bank Limited,,,Olofa Way Offa Kwara State.
Iyin Ekiti Microfinance Bank Limited,,,128 Owolabi Street Iyin Ekiti Ekiti State
Izon Microfinance Bank Limiited,,,No. 8 Azikoro Road Off Melfrod Okilo Rd Yenogoa Bayelsa State
Jamis Microfinance Bank Limited,,,140 Benue Crescent Wadata Makurdi Benue State
Janmaa Microfinance Bank Limited,,,1 Jebba Junction Eiyenkorin Ilorin Kwara State.
Janzama Microfinance Bank Limited,,,No 01 Janzama Town Janzama Mani L.G.A Katsina State
Jen Microfinance Bank Limited,,,Near Government Day School Hen Karim Lanlido Taraba State
Jessefield Microfinance Bank Limited,,,9 Ayangburen Road Beside Access Bank Ikorodu Lagos State
Jewel Coop Microfinance Bank Limited,,,Commercial Layout Gombe
JHN Microfinance Bank Limited,,,Bank 6 Peka Close Wuse II Abuja
Jibia Microfinance Bank Limited,,,NO. 001 JIBIA TOWN JIBIA L.G.A. KATSINA STATE
Josad Microfinance Bank Limited,,,Near Esu Kuchikau Palace Kuchikau &#8211; Masaka Keffi-Abuja Expressway Karu LGC Nassarawa State
Kabba Microfinance Bank Limited,,,9 Market Road Kabba Kogi State
Kabo Microfinance Bank Limited,,,NEAR GARO MOTOR PARK KABO KANO STATE
Kada Microfinance Bank Limited,,,5 Richachikun Road Tundun Wada Kaduna State
Kadpoly Microfinance Bank Limited,,,Behind Central Admin Block Kaduna Polytechnic Tundunwada P.M.B 20121 Kaduna State
Kadupe Microfinance Bank Limited,,,Sango Market Saki Oyo State
Kamba Microfinance Bank Limited,,,Along Dole Kaino Road Kamba Dandi L.G.A Birnin-Kebbi Kebbi State.
Kangiwa Microfinance Bank Limited,,,Kangiwa Town Kangiwa Local Government Kebbi State
Kankara Microfinance Bank Limited,,,NO. 002 KANKARA TOWN KANKARA L.G.A. KATSINA STATE
Kankia Microfinance Bank Limited,,,NO. 4 KANKIA TOWN KANKIA L.G.A. KATSINA STATE
Kano-West Microfinance Bank Limited,,,Kofar Kudu Gwarzo Kano State
Katagum Microfinance Bank Limited,,,Palace Road Katagum Zaki LGA Bauchi State
Katsu Microfinance Bank Limited,,,"12 Station Road, Agbado, Ogun State"
Kaugama Microfinance Bank Limited,,,Yanleman Road Kaugama Jigawa State.
KAYI Microfinance Bank Limited,,,61 Maganda Road Nassarawa Local Government Kano State
Kayvee Microfinance Bank Limited,,,15 Arena Shoping Complex Oshodi Lagos.
KCMB Microfinance Bank Ltd,,,159 Ibrahim Taiwo Road Ilorin Kwara State.
Keffi Microfinance Bank Limited,,,1 Abubakar Burga Road Turaki House Keffi Nasarawa State.
Kenechukwu Microfinance Bank Limited,,,Bishop Shenahan Hospital (Annex)46 Enugu Road Nsukka Enugu State
Kernel Microfinance Bank Limited,,,Oyo-Ibadan Road Idi-Agba Ilora Oyo Oyo State.
KHB Microfinance Bank Limited,,,5 Secretariat Road Kafin Hausa LGA Jigawa State
King Solomon Microfinance Bank LImited,,,132 Bode Thomas Street Surulere Lagos State
Kirfi Microfinance Bank Limited,,,KIRFI TOWN KIRFI LOCAL GOVT. AREA BAUCHI STATE
Kisi Microfinance Bank Limited,,,Central Market Square Kisi Oyo State
KJL Microfinance Bank Limited,,,Amazing Grace Plaza Alekuwodo Oke Fia Osogbo Osun State
KKU Microfinance Bank Limited,,,Kiru Town Kiru Local Govt Area. Kano State
KMC Microfinance Bank Limited,,,Kano Municipal Local Govt Area Kano State
Kogi Microfinance Bank Limited,,,Adankolo Area Opposite Kogi Transmission Station Lokoja Kogi State
Kontagora Microfinance Bank Limited,,,Old Market/Lagos-Kano Road Ungwuwan Gwari Kontagora Niger State
Kopo-Kope Microfinance Bank Limited,,,3-5 Iware Road Fiditi Oyo State.
Korede Microfinance Bank Limited,,,3 Luwoye Street Igbotako Ondo State.
Kpacharka Microfinance Bank Limited,,,Rofia/Yauri Road Agwara P.M.B 21 Kontagora Niger state.
Krgy Microfinance Bank Limited,,,KANTI AREA KAZAURE LGA JIGAWA STATE
Kuda Microfinance Bank Limited,,,151 Herbert Macaulay Road Yaba Lagos State
Kumbotso Microfinance Bank Limited,,,Kumbotso Local Government Area Kano State
Kunagaba Microfinance Bank Limited,,,KUMBASHI/KAKIHUM ROAD BANGI MARIGA L.G.A NIGER STATE
Kunchi Microfinance Bank Limited,,,Kunchi Town Kunchi Local Government Kano State.
Kura Microfinance Bank Limited,,,Kura Local Government Area Kano State
Kussalla Microfinance Bank Limi,,,KARAYE L.G.A. KANO STATE
Kwali Microfinance Bank Limited,,,Secretariat Kwali Area Council Kwali FCT Abuja
Kwasu Microfinance Bank Limited,,,Behind Administrative Complex Kwara State University Malete Moro Local Government Area Kwara
Kwatashi Microfinance Bank Limited,,,Gusau-Zaria Road Kwatarkwashi Zamfara State
La Fayette Microfinance Bank Limited,,,2 Adekunle Fajuyi Road Near Dugbe Market Ibadan Oyo State.
Landgold Microfinance Bank Limited,,,3 Oke-Aro Road Oke-Aro Ogun State
Langtang Microfinance Bank Limited,,,90 Solomon Lar Way Near Coca Cola Depot Langtang Langtang North LGC Plateau State
Lapai Microfinance Bank Limited,,,No. 7 Ahmadu Bello Way Lapai Niger State
LAPO Microfinance Bank,,,Plot 6 S & T Road Opposite Uselu Market Benin City Edo State
LASU Microfinance Bank Limited,,,Lagos State University Campus Lagos Badagry Expressway Ojo Lagos.
Lavender Microfinance Bank Limited,,,14 Lagos-Abeokuta Road Lafenwa-Abeokuta
Lavunkpan Microfinance Bank Limited,,,Lagos-Bida Road Lavun Local Govt Area Kutigi Niger State
Lawyers Microfinance Bank Limited,,,TRINITY HOUSE PLOT431 CADASTRAL ZONE B06 MABUSHI DISTRICT ABUJA
Layelu Microfinance Bank Limited,,,102 Broad Street Odo-Aye Ondo State
Leadcity Microfinance Bank Limited,,,Lead City University Old Toll Gate Ibadan/Lagos Expressway Ibadan Oyo State
Leap Microfinance Bank Limited,,,5 Okelue Street Off Nnebasi Road West End Asaba Delta State
Legacy Microfinance Bank Limited,,,Kafanchan Road P.O.Box 81 Zonkwa Kaduna State
Legend Microfinance Bank Limited,,,Old Okuku / Okua Road Junction Inisa Town Osun State
Levite Microfinance Bank Limited,,,192 Aba Road Port Harcourt Rivers State.
Liberty Microfinance Bank Limited,,,No. 16 Balewa Road Ankpa Kogi State
Lifegate Microfinance Bank Limited,,,497 Ikorodu Road Ketu Lagos State
Light Microfinance Bank Limited,,,NO 5 NOAD AVENUE BEHIND CBN JOS PLATEAU STATE
Links Microfinance Bank LImited,,,142 Ipaja Road Abesan Lagos
Living Spring Microfinance Bank Limited,,,1 Diamond Hill Calabar Cross River State
Lovonus Microfinance Bank Limited,,,8B Imam Augusto Close Off Olosa Street Victoria Island Lagos State
M & M Microfinance Bank Limited,,,Suite D1 Plot 599 Gwarjo Close Off Gimbaya Street Ahmadu Bello Way P.M.B 702 Garki Abuja
Mabinas Microfinance Bank Limited,,,F73/74 Mangal Plaza Central Market Off Ahmadu Bello Way Kaduna
Macrod Microfinance Bank Limited,,,63 Akpodiete Street Off Isoko Road Ughelli Delta State.
Madelyn Microfinance Bank Limited,,,18-22 Ekpowong Street Off Marina Road Eket Akwa Ibom State
Madobi Microfinance Bank Limited,,,Madobi Local Govt Area Kano
Maestro Microfinance Bank Limited,,,"Suite A28, Garima Plaza, Arab Road, Kubwa, Abuja."
Magajin Gari Microfinance Bank Limited,,,Ago Market Behind Emir&#8217;s Palace Ilorin Kwara State.
Magnet Microfinance Bank Limited,,,22 Tijani Ashogbon Street Bariga Lagos State.
Maigatari Microfinance Bank Limited,,,2 Chiroma Ahmadu Street Maigatari LGA Jigawa State
Main Trust Microfinance Bank Limited,,,49 Ladipo Street Mushin Lagos State
Mainland Microfinance Bank Limited,,,13 Odozi Street Agbor Delta State.
Mainsail Microfinance Bank Limited,,,Plot 25b Bodija Mini Shopping Centre Bodija Market Ibadan Oyo
Mainstreet Microfinance Bank Limited,,,51/55 Broad Street P.M.B. 12021 Lagos
Makoda Microfinance Bank Limited,,,No. 7 Makoda Town Kadoa Local Govt. Area Kano State
Malachy Microfinance Bank Ltd,,,No. 2 Eya Eta Street Calabar Cross River State
Manna Microfinance Bank Limited,,,254 Agege Motor Road Olorunsogo Mushin Lagos
MAPOLY Microfinance Bank Limited,,,Moshood Abiola Polytechnic Ojere Campus Ibara Abeokuta
Mar-Bonch Microfinance Bank Limited,,,14 Apongbon Street Lagos
Maritime Microfinance Bank Limited,,,No 16 Burma Road Apapa Lagos
Marvelous Microfinance Bank Limited,,,371 IKOTU IDIMU ISHERI OLOFIN LAGOS LAGOS STATE
Masoyi Microfinance Bank Limited,,,KAGARA RAFI LOCAL GOVT. AREA NIGER STATE
Matazu Microfinance Bank Limited,,,NO. 8 MATAZU TOWN MATAZU L.G.A. KATSINA STATE
Mautech Microfinance Bank Limited,,,Modibbo Adama University of Tecnology Yola Adamawa State
Maxitrust Microfinance Bank LImited,,,15B Agudama Street D-Line Port Harcourt
Mayfair Microfinance Bank Limited,,,28 Johnson Street Onike-Yaba
MBA Microfinance Bank Limited,,,51 Ashi-Bodija Road Ibadan Oyo State
Mbaitoli Microfinance Bank Limited,,,Nwaorieubi Market Square Obazu Village Mbieri Mbaitoli LGA Imo State
Mbawulu Microfinance Bank Limited,,,Zone 16 No. 6-9 Main Market Nnewi P.O.Box1155
Mega Microfinance Bank Limited,,,No.11 Sultan Dasuki Way Kubwa 2nd Gate Behind Advance Link Filling Station Kubwa Abuja Expressway Kubwa
Megapraise Microfinance Bank Limited,,,324 KM4 Refinery Road Ekpan Warri Delta State
Merchant Microfinance Bank Limited,,,163 Jubilee Road Aba Abia State
Mercury Microfinance Bank Limited,,,6 Olayiwola Street New Oko-Oba Ifako-Ijaiye Lagos
Meridian Microfinance Bank LImited,,,6 Marwa Road Finiger Estate Satellite Town Lagos
Merit Microfinance Bank Limited,,,No. 21 Orlu Road Amaigbo Imo State
Metro Microfinance Bank Limited,,,15 Otunubi Street Off Haruna Ogba Ikeja Lagos State
Mgbidi Microfinance Bank Limited,,,Owerri-Onitsha Road Mgbidi Imo State
Michael Okpara University of Agriculture Microfinance Bank Limited,,,PIUS ANYIM HALL MICHAEL OKPARA UNIVERSITY OF AGRICULATURE IKWUANA UMUDIKE KM 7 UMUAHIA/IKOT EKPENE ROAD UMUAHIA ABIA STATE
Michika Microfinance Bank Limited,,,Michika Main Market Adamawa State
